isolate_id	taxnode_id	species_sort	isolate_sort	species_name	isolate_type	isolate_names	_isolate_name	isolate_abbrevs	isolate_designation	genbank_accessions	refseq_accessions	genome_coverage	molecule	host_source	refseq_organism	refseq_taxids	update_change	update_prev_species	update_prev_taxnode_id	update_change_proposal	notes
1001776	202306552	12725	1	Palmarnavirus 128	E	Marine RNA virus PAL128	Marine RNA virus PAL128	PAL128	NULL	KT727023	NC_029306	Coding-complete genome	ssRNA(+)	marine (S)	NULL	1804153	same	Palmarnavirus 128	202206552	NULL	NULL
1001777	202306550	12726	1	Palmarnavirus 473	E	Marine RNA virus PAL473	Marine RNA virus PAL473	PAL473	NULL	KT727026	NC_029309	Coding-complete genome	ssRNA(+)	marine (S)	NULL	1804156	same	Palmarnavirus 473	202206550	NULL	NULL
1001778	202306542	12727	1	Britarnavirus 2	E	Marine RNA virus BC-2	Marine RNA virus BC-2	BC-2	NULL	MG584188	NC_043542	Coding-complete genome	ssRNA(+)	marine (S)	NULL	2315692	same	Britarnavirus 2	202206542	NULL	NULL
1001779	202306544	12728	1	Britarnavirus 3	E	Marine RNA virus BC-3	Marine RNA virus BC-3	BC-3	NULL	MG584189	NC_043543	Partial genome	ssRNA(+)	marine (S)	NULL	2315693	same	Britarnavirus 3	202206544	NULL	NULL
1001780	202306547	12729	1	Chaetarnavirus 2	E	Chaetoceros species RNA virus 02	Chaetoceros species RNA virus 02	CspRNAV2	Csp02RNAV01	AB639040	NC_055125	Coding-complete genome	ssRNA(+)	protists	NULL	1045800	same	Chaetarnavirus 2	202206547	NULL	NULL
1001781	202306546	12730	1	Chaetenuissarnavirus II	E	Chaetoceros tenuissimus RNA virus type II	Chaetoceros tenuissimus RNA virus type II	CtenRNAVII	SS10-16V	AB971661	NC_025889	Coding-complete genome	ssRNA(+)	protists	NULL	1516128	same	Chaetenuissarnavirus II	202206546	NULL	NULL
1001782	202306545	12731	1	Jericarnavirus A	E	Marine RNA virus JP-A	Marine RNA virus JP-A	JP-A	NULL	EF198241	NC_009757	Complete genome	ssRNA(+)	marine (S)	NULL	439015	same	Jericarnavirus A	202206545	NULL	NULL
1001783	202306543	12732	1	Palmarnavirus 156	E	Marine RNA virus PAL156	Marine RNA virus PAL156	PAL156	NULL	KT727024	NC_029307	Coding-complete genome	ssRNA(+)	marine (S)	NULL	1804154	same	Palmarnavirus 156	202206543	NULL	NULL
1001784	202314003	12733	1	Orthonoravirus melanogastri	E	Drosophila melanogaster Nora virus	Drosophila melanogaster Nora virus		Umea 2007	GQ257737	NC_007919	Complete genome	ssRNA(+)	invertebrates (S)	NULL	3071212	same	Orthonoravirus melanogastri	202214003	NULL	NULL
1001785	202306525	12734	1	Ailurivirus agiapa	E	ailurivirus A1; aimelvirus 1	ailurivirus A1	AilV-A1	gpai001	MF327529	NC_055161	Complete genome	ssRNA(+)	vertebrates	NULL	2016447	renamed	Ailurivirus A	202206525	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001786	202301958	12735	1	Aphthovirus bogeli	E	bovine rhinitis A virus 1	bovine rhinitis A virus 1	BRAV-1	Sd-1	KP236128	NC_038303	Coding-complete genome	ssRNA(+)	vertebrates	NULL	1155188	renamed	Bovine rhinitis A virus	202201958	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001787	202301959	12737	1	Aphthovirus reedi	E	bovine rhinitis B virus 1	bovine rhinitis B virus 1	BRBV-1	EC11	EU236594	NC_010354	Complete genome	ssRNA(+)	vertebrates	NULL	2758977	renamed	Bovine rhinitis B virus	202201959	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001788	202301960	12736	1	Aphthovirus burrowsi	E	equine rhinitis A virus	equine rhinitis A virus	ERAV	PERV-1	DQ272578	NC_039209	Complete genome	ssRNA(+)	vertebrates	NULL	47000	renamed	Equine rhinitis A virus	202201960	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001789	202301961	12738	1	Aphthovirus vesiculae	E	foot-and-mouth disease virus O	foot-and-mouth disease virus O	FMDV-O	O6	AY593829	NC_039210	Complete genome	ssRNA(+)	vertebrates	NULL	12118	renamed	Foot-and-mouth disease virus	202201961	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001790	202305591	12739	1	Bopivirus abovi	E	bopivirus A1; bovine picornavirus	bopivirus A1	BoPV	cattle/TCH6/2013/USA	KM589358	NC_026249	Coding-complete genome	ssRNA(+)	vertebrates	NULL	1564115	renamed	Bopivirus A	202205591	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001791	202301971	12743	1	Cardiovirus rueckerti	E	cardiovirus A1; encephalomyocarditis virus 1	cardiovirus A1	EMCV-1	Ruckert	M81861	NC_001479	Complete genome	ssRNA(+)	vertebrates	NULL	12104	renamed	Cardiovirus A	202201971	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001792	202301972	12745	1	Cardiovirus theileri	E	cardiovirus B1; Theiler's murine encephalomyeltits virus	cardiovirus B1	CaV-B1; TMEV	GDVII	X56019	NC_001366	Complete genome	ssRNA(+)	vertebrates	NULL	204711	renamed	Cardiovirus B	202201972	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001793	202301973	12741	1	Cardiovirus ranori	E	cardiovirus C1; Boone cardiovirus 1	cardiovirus C1	CaV-C1; BCV-1	rat/USA/2010	JQ864242	NC_038305	Coding-complete genome	ssRNA(+)	vertebrates	NULL	2034827	renamed	Cardiovirus C	202201973	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001794	202307104	12744	1	Cardiovirus saffoldi	E	cardiovirus D1; Saffold virus 1	cardiovirus D1	SAFV-1	California/81	EF165067	NC_009448	Complete genome	ssRNA(+)	vertebrates	NULL	434309	renamed	Cardiovirus D	202207104	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001795	202307105	12742	1	Cardiovirus rudhira	E	cardiovirus E1; red-backed vole cardiovirus	cardiovirus E1	CaV-E1	RtMruf-PicoV/JL2014-1	KY432928	NC_076099	Complete genome	ssRNA(+)	vertebrates	NULL	NULL	renamed	Cardiovirus E	202207105	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001796	202307106	12740	1	Cardiovirus dhusarah	E	cardiovirus F1; grey-backed vole cardiovirus	cardiovirus F1	CaV-F1	RtMrut-PicoV/JL2014-1	KY432930	NC_075977	Complete genome	ssRNA(+)	vertebrates	NULL	NULL	renamed	Cardiovirus F	202207106	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001797	202301975	12746	1	Cosavirus asiani	E	cosavirus A1	cosavirus A1	CoSV-A1	553	FJ438902	NC_012800	Complete genome	ssRNA(+)	vertebrates	NULL	1330491	renamed	Cosavirus A	202201975	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001798	202301976	12747	1	Cosavirus bepakis	E	cosavirus B1	cosavirus B1	CoSV-B	2663	FJ438907	NC_012801	Complete genome	ssRNA(+)	vertebrates	NULL	586420	renamed	Cosavirus B	202201976	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001799	202301977	12748	1	Cosavirus depakis	E	cosavirus D1	cosavirus D1	CoSV-D1	5004	FJ438908	NC_012802	Complete genome	ssRNA(+)	vertebrates	NULL	2003650	renamed	Cosavirus D	202201977	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001800	202301978	12749	1	Cosavirus eaustrali	E	cosavirus E1	cosavirus E1	CoSV-E	Australia/81	FJ555055	NC_012798	Complete genome	ssRNA(+)	vertebrates	NULL	2003651	renamed	Cosavirus E	202201978	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001801	202301979	12750	1	Cosavirus fepakis	E	cosavirus F1	cosavirus F1	CoSV-F	PK5006	JN867758	NC_034385	Complete genome	ssRNA(+)	vertebrates	NULL	2003652	renamed	Cosavirus F	202201979	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001802	202301997	12751	1	Erbovirus aequirhi	E	erbovirus A1; equine rhinitis B virus 1	erbovirus A1	ERBV-1	P1436 /71	X96871	NC_003983	Complete genome	ssRNA(+)	vertebrates	NULL	47001	renamed	Erbovirus A	202201997	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001803	202302013	12752	1	Hunnivirus amagyari	E	hunnivirus A1; bovine hungarovirus	hunnivirus A1	HuV-A1	cattle/HUN/2008	JQ941880	NC_018668	Complete genome	ssRNA(+)	vertebrates	NULL	1233320	renamed	Hunnivirus A	202202013	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001804	202306324	12753	1	Malagasivirus alphalesa	E	malagasivirus A1; lesavirus 1	malagasivirus A1	MalV-A1	Mis101308/2012	KM396707	NC_026315	Complete genome	ssRNA(+)	vertebrates	NULL	1603963	renamed	Malagasivirus A	202206324	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001805	202306325	12754	1	Malagasivirus betalesa	E	malagasivirus B1; lesavirus 2	malagasivirus B1	MalV-B1	Nai108015/2012	KM396708	NC_026316	Complete genome	ssRNA(+)	vertebrates	NULL	1603964	renamed	Malagasivirus B	202206325	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001806	202309140	12755	1	Marsupivirus aburpengari	E	marsupivirus A1; Burpengary virus	marsupivirus A1	MaV-A1	Koala/Australia/2015-16	MK882499	NC_076404	Complete genome	ssRNA(+)	vertebrates	NULL	NULL	renamed	Marsupivirus A	202209140	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001807	202302030	12756	1	Mischivirus acombewi	E	mischivirus A1; Minopterus schreibersii picornavirus	mischivirus A1	MiV-A1	bat/China/2010	JQ814851	NC_034381	Complete genome	ssRNA(+)	vertebrates	NULL	2870378	renamed	Mischivirus A	202202030	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001808	202302031	12757	1	Mischivirus beminio	E	mischivirus B1; bat picornavirus	mischivirus B1	MiV-B1	batPV/V1/13/Hun	KP054273	NC_043072	Complete genome	ssRNA(+)	vertebrates	NULL	2003500	renamed	Mischivirus B	202202031	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001809	202302032	12758	1	Mischivirus cica	E	mischivirus C1; African bat icavirus	mischivirus C1	MiV-C1	TNo13	KP100644	NC_026470	Complete genome	ssRNA(+)	vertebrates	NULL	2870348	renamed	Mischivirus C	202202032	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001810	202306330	12759	1	Mischivirus defoxi	E	mischivirus D1; canine picornavirus	mischivirus D1	MiV-D1	A128thr	KY512802	NC_075428	Complete genome	ssRNA(+)	vertebrates	NULL	NULL	renamed	Mischivirus D	202206330	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001811	202309157	12760	1	Mischivirus ehoushre	E	mischivirus E1; Suncus murinus mischivirus	mischivirus E1	MiV-E1	Wencheng-Sm294	MF352410	NC_076199	Complete genome	ssRNA(+)	vertebrates	NULL	NULL	renamed	Mischivirus E	202209157	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001812	202302034	12761	1	Mosavirus acanmo	E	mosavirus A1	mosavirus A1	MoV-A1	mouse/M-7/USA/2010	JF973687	NC_038318	Complete genome	ssRNA(+)	vertebrates	NULL	1074428	renamed	Mosavirus A	202202034	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001813	202307369	12762	1	Mosavirus betibeti	E	mosavirus B1; marmot mosavirus	mosavirus B1	MoV-B1	HT8	KY855435	NC_076017	Complete genome	ssRNA(+)	vertebrates	NULL	NULL	renamed	Mosavirus B	202207369	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001814	202307398	12763	1	Mupivirus arati	E	mupivirus A1	mupivirus A1	MuV-A1	RtRn-PicoV/YN2014	KY432924	NC_075974	Complete genome	ssRNA(+)	vertebrates	NULL	NULL	renamed	Mupivirus A	202207398	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001815	202302061	12765	1	Senecavirus valles	E	senecavirus A1; Seneca Valley virus	senecavirus A1	SVV	US/SVV-001	DQ641257	NC_011349	Complete genome	ssRNA(+)	vertebrates	NULL	390157	renamed	Senecavirus A	202202061	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001816	202302065	12766	1	Teschovirus asilesi	E	teschovirus A1; porcine teschovirus 1	teschovirus A1	TV-A1; PTV-1	F65	AJ011380	NC_003985	Complete genome	ssRNA(+)	vertebrates	NULL	118140	renamed	Teschovirus A	202202065	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001817	202307451	12767	1	Teschovirus bishikawa	E	teschovirus B1	teschovirus B1	TV-B1	HuN41	MG875515	NC_075980	Complete genome	ssRNA(+)	vertebrates	NULL	NULL	renamed	Teschovirus B	202207451	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001818	202302067	12768	1	Torchivirus atorpi	E	torchivirus A1; tortoise picornavirus	torchivirus A1	TXV-A1	14-04	KM873611	NC_025890	Complete genome	ssRNA(+)	vertebrates	NULL	1578826	renamed	Torchivirus A	202202067	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001819	202306483	12769	1	Tottorivirus asuscro	E	tottorivirus A1; swine picornavirus Japan	tottorivirus A1	TotV-A1	Tottori-WOL	LC113907	NC_055159	Complete genome	ssRNA(+)	vertebrates	NULL	1780058	renamed	Tottorivirus A	202206483	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001820	202302057	12770	1	Anativirus aductai	E	anativirus A1; duck picornavirus	anativirus A1	AnaV-A1	TW90A	AY563023	NC_006553	Complete genome	ssRNA(+)	vertebrates	NULL	2870363	renamed	Anativirus A	202202057	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001821	202308674	12771	1	Anativirus biphaco	E	anativirus B1; phacovirus	anativirus B1	AnaV-B1	Pf-CHK1/phV	KT880670	NC_075992	Complete genome	ssRNA(+)	vertebrates	NULL	NULL	renamed	Anativirus B	202208674	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001822	202308697	12772	1	Boosepivirus atauri	E	boosepivirus A1	boosepivirus A1	BooV-A1	Bo-11-39/2009/JPN	LC006971	NC_076037	Complete genome	ssRNA(+)	vertebrates	NULL	NULL	renamed	Boosepivirus A	202208697	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001823	202308698	12773	1	Boosepivirus bebovi	E	boosepivirus B1	boosepivirus B1	BooV-B1	Bo-12-3/2009/JPN	LC036579	NC_076038	Complete genome	ssRNA(+)	vertebrates	NULL	NULL	renamed	Boosepivirus B	202208698	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001824	202308699	12774	1	Boosepivirus ceovis	E	boosepivirus C1	boosepivirus C1	BooV-C1	England/2004/E1028-04	LR216006	NC_077220	Complete genome	ssRNA(+)	vertebrates	NULL	NULL	renamed	Boosepivirus C	202208699	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001825	202307188	12775	1	Diresapivirus arhiferi	E	diresapivirus A1	diresapivirus A1	DirV-A	BtRf-PicoV/YN2012	KJ641685	NC_076039	Complete genome	ssRNA(+)	vertebrates	NULL	NULL	renamed	Diresapivirus A	202207188	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001826	202307189	12776	1	Diresapivirus benyvelu	E	diresapivirus B1	diresapivirus B1	DirV-B	BtNv-PicoV-1/SC2013	KJ641697	NC_076040	Complete genome	ssRNA(+)	vertebrates	NULL	NULL	renamed	Diresapivirus B	202207189	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001827	202301983	12777	1	Enterovirus alphacoxsackie	E	coxsackievirus A2	coxsackievirus A2	CVA2	Fleetwood (Delaware/47)	AY421760	NC_038306	Complete genome	ssRNA(+)	vertebrates	NULL	33757	renamed	Enterovirus A	202201983	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001828	202301984	12779	1	Enterovirus betacoxsackie	E	coxsackievirus B3	coxsackievirus B3	CVB3	Nancy (Connecticut/US/49)	M88483	NC_038307	Complete genome	ssRNA(+)	vertebrates	NULL	12072	renamed	Enterovirus B	202201984	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001829	202301985	12782	1	Enterovirus coxsackiepol	E	poliovirus 1	poliovirus 1	PV1	Mahoney	V01149	NC_002058	Complete genome	ssRNA(+)	vertebrates	NULL	138950	renamed	Enterovirus C	202201985	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001830	202301986	12783	1	Enterovirus deconjuncti	E	enterovirus D68	enterovirus D68	EV-D68	Fermon	AY426531	NC_038308	Complete genome	ssRNA(+)	vertebrates	NULL	42789	renamed	Enterovirus D	202201986	2023.003S.Picornaviridae_158sprenamed.zip;2023.015SX.Picornaviridae_correction_1sp.zip	NULL
1001831	202301987	12784	1	Enterovirus eibovi	E	enterovirus E1; bovine enterovirus 1	enterovirus E1	EV-E1	VG-5-27	D00214	NC_001859	Complete genome	ssRNA(+)	vertebrates	NULL	12064	renamed	Enterovirus E	202201987	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001832	202301988	12785	1	Enterovirus fitauri	E	enterovirus F1; bovine enterovirus 2	enterovirus F1	EV-F1	BEV-261-M2-RM2	DQ092770	NC_021220	Complete genome	ssRNA(+)	vertebrates	NULL	1330520	renamed	Enterovirus F	202201988	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001833	202301989	12786	1	Enterovirus geswini	E	enterovirus G1; porcine enterovirus 9	enterovirus G1	EV-G1	UKG/410/73	AF363453	NC_004441	Complete genome	ssRNA(+)	vertebrates	NULL	64141	renamed	Enterovirus G	202201989	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001834	202301990	12787	1	Enterovirus hesimi	E	enterovirus H1; simian enterovirus	enterovirus H1	EV-H	1715 UWB	AF326759	NC_038309	Complete genome	ssRNA(+)	vertebrates	NULL	442851	renamed	Enterovirus H	202201990	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001835	202301991	12788	1	Enterovirus idromi	E	enterovirus I1; dromedary camel enterovirus 1	enterovirus I1	EV-I1	19CC	KP345887	NC_038310	Complete genome	ssRNA(+)	vertebrates	NULL	1637527	renamed	Enterovirus I	202201991	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001836	202301992	12789	1	Enterovirus jesimi	E	enterovirus J1	enterovirus J1	EV-J1	SV6-1631	AF326766	NC_010415	Complete genome	ssRNA(+)	vertebrates	NULL	1330521	renamed	Enterovirus J	202201992	2023.003S.Picornaviridae_158sprenamed.zip	NULL
1001837	202312117	1329	1	Webervirus KP1801	E	Klebsiella phage KP1801	Klebsiella phage KP1801		NULL	MN783016	NC_049848	Complete genome	dsDNA	bacteria	NULL	2678563	same	Webervirus KP1801	202212117	NULL	NULL
1001838	202300808	1327	1	Webervirus KP36	E	Klebsiella phage KP36	Klebsiella phage KP36		NULL	JF501022	NC_029099	Complete genome	dsDNA	bacteria	NULL	1129191	same	Webervirus KP36	202200808	NULL	NULL
1001839	202308183	1330	1	Webervirus KpCol1	E	Klebsiella phage GML-KpCol1	Klebsiella phage GML-KpCol1		NULL	MG552615	NC_047907	Complete genome	dsDNA	bacteria	NULL	2060945	same	Webervirus KpCol1	202208183	NULL	NULL
1001840	202308185	1331	1	Webervirus KpKT21phi1	E	Klebsiella phage KpKT21phi1	Klebsiella phage KpKT21phi1		NULL	MK278861	NC_048143	Complete genome	dsDNA	bacteria	NULL	2500828	same	Webervirus KpKT21phi1	202208185	NULL	NULL
1001841	202312114	1333	1	Webervirus KpNIH2	E	Klebsiella phage PhiKpNIH-2	Klebsiella phage PhiKpNIH-2		NULL	MN395286	NC_049845	Complete genome	dsDNA	bacteria	NULL	2689114	same	Webervirus KpNIH2	202212114	NULL	NULL
1001842	202308175	1336	1	Webervirus KpV522	E	Klebsiella phage vB_KpnS_KpV522	Klebsiella phage vB_KpnS_KpV522		NULL	KX237515	NC_047784	Complete genome	dsDNA	bacteria	NULL	1912320	same	Webervirus KpV522	202208175	NULL	NULL
1001843	202308182	1338	1	Webervirus mezzogao	E	Klebsiella phage MezzoGao	Klebsiella phage MezzoGao		NULL	MF612072	NC_047850	Complete genome	dsDNA	bacteria	NULL	2026950	same	Webervirus mezzogao	202208182	NULL	NULL
1001844	202308184	1349	1	Webervirus N141	E	Klebsiella phage KPN N141	Klebsiella phage KPN N141		NULL	MF415412	NC_047841	Complete genome	dsDNA	bacteria	NULL	2024239	same	Webervirus N141	202208184	NULL	NULL
1001845	202308178	1350	1	Webervirus NJS1	E	Klebsiella phage NJS1	Klebsiella phage NJS1		NULL	MH445453	NC_048024	Complete genome	dsDNA	bacteria	NULL	2268610	same	Webervirus NJS1	202208178	NULL	NULL
1001846	202300809	1359	1	Webervirus PKP126	E	Klebsiella phage PKP126	Klebsiella phage PKP126		NULL	KR269719	NC_031053	Complete genome	dsDNA	bacteria	NULL	1654927	same	Webervirus PKP126	202200809	NULL	NULL
1001847	202312102	1366	1	Webervirus segescirculi	E	Klebsiella phage vB_KpnS_SegesCirculi	Klebsiella phage vB_KpnS_SegesCirculi		NULL	MN013080	NC_049833	Complete genome	dsDNA	bacteria	NULL	2591374	same	Webervirus segescirculi	202212102	NULL	NULL
1001848	202312115	1367	1	Webervirus shelby	E	Klebsiella phage Shelby	Klebsiella phage Shelby		NULL	MK931445	NC_049846	Complete genome	dsDNA	bacteria	NULL	2580405	same	Webervirus shelby	202212115	NULL	NULL
1001849	202312116	1368	1	Webervirus sin4	E	Klebsiella phage Sin4	Klebsiella phage Sin4		NULL	MK931442	NC_049847	Complete genome	dsDNA	bacteria	NULL	2580406	same	Webervirus sin4	202212116	NULL	NULL
1001850	202312110	1369	1	Webervirus skenny	E	Klebsiella phage Skenny	Klebsiella phage Skenny		NULL	MK931444	NC_049841	Complete genome	dsDNA	bacteria	NULL	2580407	same	Webervirus skenny	202212110	NULL	NULL
1001851	202300810	1371	1	Webervirus sushi	E	Klebsiella phage Sushi	Klebsiella phage Sushi		NULL	KT001920	NC_028774	Complete genome	dsDNA	bacteria	NULL	1675609	same	Webervirus sushi	202200810	NULL	NULL
1001852	202312108	1372	1	Webervirus sweeny	E	Klebsiella phage Sweeny	Klebsiella phage Sweeny		NULL	MK931443	NC_049839	Complete genome	dsDNA	bacteria	NULL	2580408	same	Webervirus sweeny	202212108	NULL	NULL
1001853	202308180	1373	1	Webervirus TAH8	E	Klebsiella phage TAH8	Klebsiella phage TAH8		NULL	MH633484	NC_048042	Complete genome	dsDNA	bacteria	NULL	2301690	same	Webervirus TAH8	202208180	NULL	NULL
1001854	202308177	1374	1	Webervirus TSK1	E	Klebsiella phage TSK1	Klebsiella phage TSK1		NULL	MH688453	NC_048126	Complete genome	dsDNA	bacteria	NULL	2301532	same	Webervirus TSK1	202208177	NULL	NULL
1001855	202312113	1392	1	Webervirus wv13	E	Klebsiella phage 13	Klebsiella phage 13		NULL	MK170446	NC_049844	Complete genome	dsDNA	bacteria	NULL	2488573	same	Webervirus wv13	202212113	NULL	NULL
1001856	202300806	1393	1	Webervirus wv1513	E	Klebsiella phage 1513	Klebsiella phage 1513		NULL	KP658157	NC_028786	Complete genome	dsDNA	bacteria	NULL	1610829	same	Webervirus wv1513	202200806	NULL	NULL
1001857	202313561	1396	1	Ingelinevirus ingeline	E	Cellulophaga phage Ingeline_1	Cellulophaga phage Ingeline_1	Ingeline_1	NULL	MT732435	NC_062749	Complete genome	dsDNA	bacteria	NULL	NULL	same	Ingelinevirus ingeline	202213561	NULL	NULL
1001858	202310034	1397	1	Labanvirus laban	E	vB_FspS_laban6-1	vB_FspS_laban6-1		NULL	MN812211	NC_048834	Complete genome	dsDNA	bacteria	NULL	2686250	same	Labanvirus laban	202210034	NULL	NULL
1001859	202307073	1398	1	Unahavirus uv1H	E	Flavobacterium phage 1H	Flavobacterium phage 1H		NULL	KU599889	NC_031911	Complete genome	dsDNA	bacteria	NULL	1792272	same	Unahavirus uv1H	202207073	NULL	NULL
1001860	202307076	1399	1	Unahavirus uv23T	E	Flavobacterium phage 23T	Flavobacterium phage 23T		NULL	KU599888	NC_041859	Complete genome	dsDNA	bacteria	NULL	1814279	same	Unahavirus uv23T	202207076	NULL	NULL
1001861	202307075	1400	1	Unahavirus uv2A	E	Flavobacterium phage 2A	Flavobacterium phage 2A		NULL	KU599887	NC_031926	Complete genome	dsDNA	bacteria	NULL	1792273	same	Unahavirus uv2A	202207075	NULL	NULL
1001862	202307074	1401	1	Unahavirus uv6H	E	Flavobacterium phage 6H	Flavobacterium phage 6H		NULL	KC959568	NC_021867	Complete genome	dsDNA	bacteria	NULL	1325731	same	Unahavirus uv6H	202207074	NULL	NULL
1001863	202314333	1402	1	Deepoceanvirus guaymasense	E	Methanocaldococcus fervens tailed virus 1	Methanocaldococcus fervens tailed virus 1	MFTV1	NULL	MT711370	NC_074641	Complete genome	dsDNA	archaea	NULL	NULL	same	Deepoceanvirus guaymasense	202214333	NULL	NULL
1001864	202313572	1403	1	Freyavirus danklef	E	Polaribacter phage Danklef_1	Polaribacter phage Danklef_1	Danklef_1	NULL	MT732458	NC_062745	Complete genome	dsDNA	bacteria	NULL	NULL	same	Freyavirus danklef	202213572	NULL	NULL
1001865	202313571	1404	1	Freyavirus freya	E	Polaribacter phage Freya_1	Polaribacter phage Freya_1	Freya_1	NULL	MT732463	NC_062746	Complete genome	dsDNA	bacteria	NULL	NULL	same	Freyavirus freya	202213571	NULL	NULL
1001866	202300706	1405	1	Jamesmcgillvirus jv119X	E	Pseudomonas phage 119X	Pseudomonas phage 119X		NULL	DQ163914	NC_007807	Complete genome	dsDNA	bacteria	NULL	2911431	same	Jamesmcgillvirus jv119X	202200706	NULL	NULL
1001867	202312357	1406	1	Jamesmcgillvirus PaMx41	E	Pseudomonas phage PaMx41	Pseudomonas phage PaMx41		NULL	KU884563	NC_055711	Complete genome	dsDNA	bacteria	NULL	1815976	same	Jamesmcgillvirus PaMx41	202212357	NULL	NULL
1001868	202314620	1407	1	Crifsvirus A24	E	Cronobacter phage A24	Cronobacter phage A24		NULL	MW343794	NC_070973	Complete genome	dsDNA	bacteria	NULL	NULL	same	Crifsvirus A24	202214620	NULL	NULL
1001869	202314619	1408	1	Crifsvirus GAP52	E	Cronobacter phage vB_CsaP_GAP52	Cronobacter phage vB_CsaP_GAP52		NULL	JN882286	NC_019402	Complete genome	dsDNA	bacteria	NULL	1141137	same	Crifsvirus GAP52	202214619	NULL	NULL
1001870	202314626	1409	1	Dalianvirus R1	E	Vibrio phage Vp_R1	Vibrio phage Vp_R1		NULL	MG603697	NC_070978	Complete genome	dsDNA	bacteria	NULL	NULL	same	Dalianvirus R1	202214626	NULL	NULL
1001871	202314625	1410	1	Libingvirus BUCT695	E	Aeromonas phage BUCT695	Aeromonas phage BUCT695		NULL	OL799327	NC_070977	Complete genome	dsDNA	bacteria	NULL	NULL	same	Libingvirus BUCT695	202214625	NULL	NULL
1001872	202314621	1411	1	Moazamivirus 711	E	Salmonella phage 7-11	Salmonella phage 7-11		NULL	HM997019	NC_015938	Complete genome	dsDNA	bacteria	NULL	1054968	same	Moazamivirus 711	202214621	NULL	NULL
1001873	202314622	1412	1	Moazamivirus SE131	E	Salmonella phage SE131	Salmonella phage SE131		NULL	MG873442	NC_070974	Complete genome	dsDNA	bacteria	NULL	NULL	same	Moazamivirus SE131	202214622	NULL	NULL
1001874	202314624	1413	1	Privateervirus 3H1020	E	Proteus phage 3H10_20	Proteus phage 3H10_20		NULL	MT740244	NC_070976	Complete genome	dsDNA	bacteria	NULL	NULL	same	Privateervirus 3H1020	202214624	NULL	NULL
1001875	202314623	1414	1	Privateervirus P59	E	Proteus phage Vb_PmiP-P59	Proteus phage Vb_PmiP-P59		NULL	MT664722	NC_070975	Complete genome	dsDNA	bacteria	NULL	NULL	same	Privateervirus P59	202214623	NULL	NULL
1001876	202311625	1415	1	Privateervirus privateer	E	Proteus phage Privateer	Proteus phage Privateer		NULL	MT028297	NC_048861	Complete genome	dsDNA	bacteria	NULL	2712958	same	Privateervirus privateer	202211625	NULL	NULL
